loan_id,origination_SeriousDlqin2yrs,origination_RevolvingUtilizationOfUnsecuredLines,origination_age,origination_NumberOfTime30-59DaysPastDueNotWorse,origination_DebtRatio,origination_MonthlyIncome,origination_NumberOfOpenCreditLinesAndLoans,origination_NumberOfTimes90DaysLate,origination_NumberRealEstateLoansOrLines,origination_NumberOfTime60-89DaysPastDueNotWorse,origination_NumberOfDependents,origination_origination_PD,current_SeriousDlqin2yrs,current_RevolvingUtilizationOfUnsecuredLines,current_age,current_NumberOfTime30-59DaysPastDueNotWorse,current_DebtRatio,current_MonthlyIncome,current_NumberOfOpenCreditLinesAndLoans,current_NumberOfTimes90DaysLate,current_NumberRealEstateLoansOrLines,current_NumberOfTime60-89DaysPastDueNotWorse,current_NumberOfDependents,current_origination_PD,current_trajectory,current_current_PD,pd_origin,pd_current,product_type,security_status,collateral_type,balance,ead,eir,remaining_lifetime_months,lgd_category,lgd,default_status
1348,0,0.256266662,46,0,0.310666517,8896.0,9,0,2,0,1.0,0.16130628,0,0.21859881959676764,48,0.0,0.3172956418990616,9853.856605339362,9.0,0.0,2.0,0.0,1.0,0.16130628,improving,0.64581275,0.16130628,0.64581275,credit_card,unsecured,,8124.87619334403,8124.87619334403,0.18988446242648702,24,LGD_CREDIT_CARD,0.55,1
1349,0,0.772256227,43,0,0.455707975,4300.0,4,0,1,0,4.0,0.5320973,0,0.8720539201748813,45,0.0,0.4489569842921467,4604.788983770037,4.0,0.0,1.0,0.0,4.0,0.5320973,stable,0.54909605,0.5320973,0.54909605,credit_card,unsecured,,2855.468841369276,2855.468841369276,0.18367944357703866,19,LGD_CREDIT_CARD,0.55,0
1350,0,0.225872793,60,0,0.11302682,9917.0,14,0,0,0,1.0,0.21919926,0,0.21928454035660944,62,0.0,0.11866417837894122,10769.982126937206,14.0,0.0,0.0,0.0,1.0,0.21919926,stable,0.11452701,0.21919926,0.11452701,credit_card,unsecured,,4325.516535329075,4325.516535329075,0.1803116685981381,6,LGD_CREDIT_CARD,0.55,0
1351,0,0.323573283,53,0,0.220889094,6500.0,5,0,2,0,1.0,0.16587877,0,0.35364366247187545,55,0.0,0.1957576382398076,6636.728115455866,5.0,0.0,2.0,0.0,1.0,0.16587877,stable,0.124287166,0.16587877,0.124287166,credit_card,unsecured,,13792.446541770636,13792.446541770636,0.17449340725469864,29,LGD_CREDIT_CARD,0.55,0
1352,0,0.0,43,0,3.5,1.0,5,0,0,0,0.0,0.09009503,0,0.0,45,0.0,3.4185228835386074,1.1107527848599272,5.0,0.0,0.0,0.0,0.0,0.09009503,improving,0.17132378,0.09009503,0.17132378,auto_loan,secured,vehicle,22911.65665915136,22911.65665915136,0.07594078686935735,53,LGD_AUTO,0.25,0
1353,0,0.322812052,62,0,4003.0,0.0,16,0,2,0,0.0,0.16589926,0,0.31558785534889405,64,0.0,4.0,0.0,16.0,0.0,2.0,0.0,0.0,0.16589926,stable,0.12224232,0.16589926,0.12224232,credit_card,unsecured,,2210.829326553814,2210.829326553814,0.2183865848661476,10,LGD_CREDIT_CARD,0.55,0
1354,0,0.044997,53,0,0.180563887,5000.0,2,0,1,0,0.0,0.11681996,0,0.042829048316368364,55,0.0,0.20208013504558206,4770.246323939729,2.0,0.0,1.0,0.0,0.0,0.11681996,stable,0.0635513,0.11681996,0.0635513,credit_card,unsecured,,2888.741962159547,2888.741962159547,0.1832161265545721,9,LGD_CREDIT_CARD,0.55,0
1355,0,0.433850167,46,0,0.406395892,4283.0,3,0,1,0,0.0,0.29704002,0,0.41277261622439293,48,0.0,0.40041550037334817,4475.88877430854,3.0,0.0,1.0,0.0,0.0,0.29704002,stable,0.2626059,0.29704002,0.2626059,credit_card,unsecured,,7233.027757676968,7233.027757676968,0.22588676537718688,26,LGD_CREDIT_CARD,0.55,0
1356,0,0.053328795,57,0,0.094842296,18166.0,13,0,1,0,1.0,0.080383286,0,0.05109473780777808,59,0.0,0.09632642020814383,18973.845453862465,13.0,0.0,1.0,0.0,1.0,0.080383286,stable,0.05220761,0.080383286,0.05220761,auto_loan,secured,vehicle,17752.942262007196,17752.942262007196,0.06890580556784645,58,LGD_AUTO,0.25,0
1357,0,0.132893921,58,0,0.259943491,4600.0,6,0,1,0,0.0,0.09768127,0,0.13982200396922354,60,0.0,0.2646124689173968,5180.392311879483,6.0,0.0,1.0,0.0,0.0,0.09768127,stable,0.109453395,0.09768127,0.109453395,credit_card,unsecured,,27553.08306745941,27553.08306745941,0.19528746454382634,11,LGD_CREDIT_CARD,0.55,0
1358,0,0.255745169,52,0,1.042482299,2400.0,15,0,2,0,0.0,0.44127205,0,0.2063433145656911,54,0.0,1.008324595645026,2884.3016579087925,15.0,0.0,2.0,0.0,0.0,0.44127205,improving,0.6476839,0.44127205,0.6476839,credit_card,unsecured,,3017.0584319374007,3017.0584319374007,0.2023749145849149,19,LGD_CREDIT_CARD,0.55,1
1359,0,0.162820974,35,0,0.506499409,11000.0,15,0,4,0,0.0,0.56050354,0,0.166632367552755,37,0.0,0.4712790988464593,11231.489822619411,15.0,0.0,4.0,0.0,0.0,0.56050354,stable,0.50758564,0.56050354,0.50758564,credit_card,unsecured,,3871.6971577549116,3871.6971577549116,0.17879089931801775,10,LGD_CREDIT_CARD,0.55,0
1360,0,0.150336146,59,0,0.244014647,10650.0,9,0,2,0,3.0,0.062934846,0,0.14677265439843043,61,0.0,0.25734235263405936,11419.936119106038,9.0,0.0,2.0,0.0,3.0,0.062934846,stable,0.062341683,0.062934846,0.062341683,credit_card,unsecured,,8248.751026673519,8248.751026673519,0.19741340355922465,23,LGD_CREDIT_CARD,0.55,0
1361,0,0.257404057,43,0,1702.0,0.0,4,0,1,0,2.0,0.102793425,0,0.2602801867762892,45,0.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.102793425,stable,0.13835111,0.102793425,0.13835111,mortgage,secured,real_estate,203162.3054085734,203162.3054085734,0.061340742894961275,137,LGD_MORTGAGE,0.1,0
1362,0,0.845719252,50,0,0.323338331,2000.0,6,0,0,0,1.0,0.5823376,0,0.9128087371095192,52,0.0,0.320262900254181,2086.116283084358,6.0,0.0,0.0,0.0,1.0,0.5823376,stable,0.85094863,0.5823376,0.85094863,credit_card,unsecured,,8357.94123442272,8357.94123442272,0.1833511166645472,4,LGD_CREDIT_CARD,0.55,1
1363,0,0.01568549,49,0,0.348540246,18324.0,15,0,3,0,1.0,0.19621728,0,0.015345969681310096,51,0.0,0.33817338593945623,17614.828993425603,15.0,0.0,3.0,0.0,1.0,0.19621728,stable,0.20120078,0.19621728,0.20120078,credit_card,unsecured,,8240.388145882005,8240.388145882005,0.16233174931965388,32,LGD_CREDIT_CARD,0.55,0
1364,0,0.115618396,59,0,0.506497834,3000.0,5,0,1,0,1.0,0.13713959,0,0.10462695268653985,61,0.0,0.46918126522276904,3327.1028372644655,5.0,0.0,1.0,0.0,1.0,0.13713959,improving,0.12916227,0.13713959,0.12916227,credit_card,unsecured,,4922.631283570475,4922.631283570475,0.16105733200161346,14,LGD_CREDIT_CARD,0.55,0
1365,0,0.085951701,60,0,0.554081076,5500.0,9,0,1,1,0.0,0.57318735,0,0.08212732076622437,62,0.0,0.5274020055436737,5829.848698372054,9.0,0.0,1.0,1.0,0.0,0.57318735,stable,0.5837643,0.57318735,0.5837643,mortgage,secured,real_estate,365684.18187532236,365684.18187532236,0.059961980545498915,302,LGD_MORTGAGE,0.1,1
1366,0,0.712521779,50,2,0.649579189,5227.0,12,0,1,0,3.0,0.8271979,0,0.6442958592435474,52,2.0,0.6234908967176093,5629.862605288107,12.0,0.0,1.0,0.0,3.0,0.8271979,improving,0.818805,0.8271979,0.818805,credit_card,unsecured,,10783.487877723835,10783.487877723835,0.19067957703514746,27,LGD_CREDIT_CARD,0.55,1
1367,0,0.549005451,48,0,0.731352096,5080.0,8,0,2,0,1.0,0.5325562,0,0.6269147833156331,50,1.0,0.8131512228985831,5204.779906325172,8.0,0.0,2.0,0.0,1.0,0.5325562,deteriorating,0.7116289,0.5325562,0.7116289,credit_card,unsecured,,2035.488834464045,2035.488834464045,0.19517559683943417,3,LGD_CREDIT_CARD,0.55,1
1368,0,0.106294656,58,0,0.156892905,5200.0,10,0,1,1,0.0,0.52849674,0,0.11131504752671385,60,1.0,0.1695159528632789,5024.110152792302,10.0,0.0,1.0,2.0,0.0,0.52849674,deteriorating,0.5447013,0.52849674,0.5447013,credit_card,unsecured,,1968.2883809350021,1968.2883809350021,0.15898837785699008,32,LGD_CREDIT_CARD,0.55,0
1369,0,0.553545531,32,0,0.062390018,6250.0,4,0,0,0,2.0,0.45546803,0,0.5088482436826728,34,0.0,0.06654750725153244,6665.014030677257,4.0,0.0,0.0,0.0,2.0,0.45546803,stable,0.39953995,0.45546803,0.39953995,mortgage,secured,real_estate,497541.434423886,497541.434423886,0.059388289576109976,125,LGD_MORTGAGE,0.1,0
1370,0,0.697907814,51,0,0.950451722,7083.0,17,0,3,0,1.0,0.6997298,0,0.7373654566875482,53,0.0,0.9493851047373261,7262.634114363531,17.0,0.0,3.0,0.0,1.0,0.6997298,stable,0.64873,0.6997298,0.64873,auto_loan,secured,vehicle,35507.48708893951,35507.48708893951,0.0657033176865706,68,LGD_AUTO,0.25,1
1371,0,0.048422651,45,0,0.25715844,11000.0,12,0,3,0,5.0,0.14122088,0,0.048023414821901596,47,0.0,0.2451510229719556,10678.230624865293,12.0,0.0,3.0,0.0,5.0,0.14122088,stable,0.06677036,0.14122088,0.06677036,credit_card,unsecured,,5244.675133271941,5244.675133271941,0.20511490854054454,7,LGD_CREDIT_CARD,0.55,0
1372,0,0.29937646,39,0,0.179827175,6711.0,7,0,0,0,0.0,0.120665476,0,0.2971403365884403,41,0.0,0.17447812392233358,6838.054761383126,7.0,0.0,0.0,0.0,0.0,0.120665476,stable,0.5783341,0.120665476,0.5783341,credit_card,unsecured,,4927.276281562387,4927.276281562387,0.1825243755117537,5,LGD_CREDIT_CARD,0.55,0
1373,0,0.446118463,49,1,0.16375345,25000.0,7,0,1,0,2.0,0.48203665,0,0.43836370360640253,51,1.0,0.16761036566783918,29960.907856119513,7.0,0.0,1.0,0.0,2.0,0.48203665,improving,0.38216248,0.48203665,0.38216248,credit_card,unsecured,,5422.12059862529,5422.12059862529,0.20532716580336577,24,LGD_CREDIT_CARD,0.55,0
1374,0,0.136744236,68,0,0.45545441,6700.0,9,0,2,0,2.0,0.07871448,0,0.1321028096789026,70,0.0,0.4771645346886481,6969.648944571347,9.0,0.0,2.0,0.0,2.0,0.07871448,stable,0.33074096,0.07871448,0.33074096,credit_card,unsecured,,2056.4537722317004,2056.4537722317004,0.17502350259688806,14,LGD_CREDIT_CARD,0.55,1
1375,0,0.827052558,36,0,0.220602527,4115.0,8,0,0,0,2.0,0.5301434,0,0.8662894710126071,38,0.0,0.2283116312040301,4538.302678142296,8.0,0.0,0.0,0.0,2.0,0.5301434,stable,0.44807523,0.5301434,0.44807523,credit_card,unsecured,,2568.2317888700054,2568.2317888700054,0.19837478322192859,16,LGD_CREDIT_CARD,0.55,1
1376,0,0.024237159,48,0,0.076261408,9532.0,11,0,0,0,1.0,0.119204916,0,0.022795011285547135,50,0.0,0.06055320953254107,11261.288710415369,11.0,0.0,0.0,0.0,1.0,0.119204916,improving,0.6536559,0.119204916,0.6536559,credit_card,unsecured,,23602.432413619314,23602.432413619314,0.18370406243978007,47,LGD_CREDIT_CARD,0.55,0
1377,0,0.001450122,47,0,0.488151185,10000.0,7,0,2,0,0.0,0.07231275,0,0.0010492235146374674,49,0.0,0.4182456735512283,10382.68014485664,7.0,0.0,2.0,0.0,0.0,0.07231275,improving,0.09581381,0.07231275,0.09581381,credit_card,unsecured,,1815.62868283193,1815.62868283193,0.20599329053173862,16,LGD_CREDIT_CARD,0.55,0
1378,0,0.606321236,29,0,0.119348618,4666.0,7,0,0,0,0.0,0.38278764,0,0.6302778094671039,31,0.0,0.12575301170067993,4556.008604137443,7.0,0.0,0.0,0.0,0.0,0.38278764,stable,0.38607618,0.38278764,0.38607618,credit_card,unsecured,,13925.789051522841,13925.789051522841,0.19301133423867925,16,LGD_CREDIT_CARD,0.55,0
1379,0,0.00855821,90,0,0.757105061,11716.0,11,0,1,0,1.0,0.08533381,0,0.008504443791677203,92,0.0,0.7950196970314496,12676.182947131636,11.0,0.0,1.0,0.0,1.0,0.08533381,stable,0.20221159,0.08533381,0.20221159,credit_card,unsecured,,5533.566677193539,5533.566677193539,0.1963214600307336,5,LGD_CREDIT_CARD,0.55,0
1380,0,0.470318521,79,2,0.219717853,6166.0,8,0,0,0,1.0,0.686066,0,0.4572878148272296,81,2.0,0.21890565399831305,6859.914816138325,8.0,0.0,0.0,0.0,1.0,0.686066,stable,0.44066247,0.686066,0.44066247,mortgage,secured,real_estate,172734.994763122,172734.994763122,0.06221524576667685,215,LGD_MORTGAGE,0.1,0
1381,0,0.82601422,41,0,1.838464614,2500.0,10,0,1,0,0.0,0.6178924,0,0.7884951776431927,43,0.0,1.9683099146508425,2673.3271388669914,10.0,0.0,1.0,0.0,0.0,0.6178924,stable,0.89166284,0.6178924,0.89166284,auto_loan,secured,vehicle,22549.72303348248,22549.72303348248,0.05275457302650923,45,LGD_AUTO,0.25,1
1382,0,0.070872785,56,0,0.165819515,12000.0,7,0,1,0,3.0,0.038349703,0,0.07003197072242294,58,0.0,0.1669843620692533,12453.867067189087,7.0,0.0,1.0,0.0,3.0,0.038349703,stable,0.4107296,0.038349703,0.4107296,credit_card,unsecured,,1855.7225863667409,1855.7225863667409,0.18868817560623224,37,LGD_CREDIT_CARD,0.55,0
1383,0,0.035773706,44,0,0.951006124,8000.0,17,0,4,0,2.0,0.36794567,0,0.03895288386602525,46,0.0,0.973707230049288,7524.594561943121,17.0,1.0,4.0,0.0,2.0,0.36794567,deteriorating,0.45227593,0.36794567,0.45227593,credit_card,unsecured,,20456.726528543055,20456.726528543055,0.20288586212539703,21,LGD_CREDIT_CARD,0.55,1
1384,0,0.042283298,58,0,0.198903108,5469.0,6,0,1,0,0.0,0.052548043,0,0.04167125642356176,60,0.0,0.1948072033193818,6058.999850312108,6.0,0.0,1.0,0.0,0.0,0.052548043,stable,0.8661152,0.052548043,0.8661152,credit_card,unsecured,,8612.059057759634,8612.059057759634,0.2218800470120587,2,LGD_CREDIT_CARD,0.55,1
1385,0,0.180017634,42,0,0.279528302,10599.0,11,0,2,0,3.0,0.14897105,0,0.1868914377339112,44,0.0,0.2651593862829234,11393.369328455643,11.0,0.0,2.0,0.0,3.0,0.14897105,stable,0.102244094,0.14897105,0.102244094,credit_card,unsecured,,5371.0815611533235,5371.0815611533235,0.18447723634318042,5,LGD_CREDIT_CARD,0.55,1
1386,0,0.023363064,51,0,0.167017718,8070.0,7,0,1,0,2.0,0.0708205,0,0.02299316918928267,53,0.0,0.158263858367887,9265.498401763789,7.0,0.0,1.0,0.0,2.0,0.0708205,improving,0.07095442,0.0708205,0.07095442,auto_loan,secured,vehicle,72642.1072606046,72642.1072606046,0.06498649354686713,37,LGD_AUTO,0.25,1
1387,0,0.153567982,32,0,0.407729229,12083.0,10,0,2,0,4.0,0.28900698,0,0.1299611951286297,34,0.0,0.4422563864594388,12577.11350675934,10.0,0.0,2.0,0.0,4.0,0.28900698,stable,0.7636934,0.28900698,0.7636934,credit_card,unsecured,,1710.4948927383448,1710.4948927383448,0.19487396006009997,9,LGD_CREDIT_CARD,0.55,1
1388,1,0.107817187,40,4,0.383624042,9000.0,4,0,1,1,1.0,0.88287556,1,0.10633527311150742,42,4.0,0.43200492980297567,9357.527013976618,4.0,0.0,1.0,1.0,1.0,0.88287556,stable,0.83678174,0.88287556,0.83678174,credit_card,unsecured,,5366.93529222502,5366.93529222502,0.2150325765789875,13,LGD_CREDIT_CARD,0.55,1
1389,0,0.265521316,38,0,0.050071531,6290.0,2,0,0,0,0.0,0.1516623,0,0.1884676578886731,40,0.0,0.03930352160169597,7248.740061415811,2.0,0.0,0.0,0.0,0.0,0.1516623,improving,0.2940021,0.1516623,0.2940021,mortgage,secured,real_estate,241924.8470023716,241924.8470023716,0.05973337361318008,97,LGD_MORTGAGE,0.1,0
1390,0,0.394801079,44,1,0.034340895,17500.0,6,0,0,0,3.0,0.38592806,0,0.43396833476756824,46,1.0,0.03700458330171975,17099.129681679933,6.0,1.0,0.0,1.0,3.0,0.38592806,deteriorating,0.831637,0.38592806,0.831637,credit_card,unsecured,,6443.129874419443,6443.129874419443,0.19727460925790705,8,LGD_CREDIT_CARD,0.55,1
1391,0,0.023494126,22,0,0.323345818,800.0,2,0,0,0,0.0,0.04470371,0,0.023077442534516178,24,0.0,0.30081464355586174,861.1099307346959,2.0,0.0,0.0,0.0,0.0,0.04470371,stable,0.46165076,0.04470371,0.46165076,credit_card,unsecured,,13413.795886627911,13413.795886627911,0.21116177638444877,3,LGD_CREDIT_CARD,0.55,1
1392,0,0.323436384,49,0,0.287779596,7331.0,7,0,1,0,0.0,0.20281985,0,0.31186677242547894,51,0.0,0.28304648096619733,7047.511201750249,7.0,0.0,1.0,0.0,0.0,0.20281985,stable,0.22232158,0.20281985,0.22232158,auto_loan,secured,vehicle,27194.84841098069,27194.84841098069,0.053717494906753774,37,LGD_AUTO,0.25,0
1393,0,0.074342588,75,2,0.346459711,10436.0,8,0,4,0,0.0,0.5106378,0,0.08143111062313338,77,4.0,0.3708034657690696,9835.73086273568,8.0,0.0,4.0,0.0,0.0,0.5106378,deteriorating,0.569583,0.5106378,0.569583,credit_card,unsecured,,8773.971135156336,8773.971135156336,0.20729243361111122,4,LGD_CREDIT_CARD,0.55,1
1394,0,0.553630913,22,0,0.025806452,929.0,2,0,0,0,0.0,0.38291857,0,0.5578336359959499,24,1.0,0.026788696294426442,869.3358074883174,2.0,1.0,0.0,0.0,0.0,0.38291857,deteriorating,0.6745172,0.38291857,0.6745172,credit_card,unsecured,,4314.248471233079,4314.248471233079,0.20908498086976485,25,LGD_CREDIT_CARD,0.55,0
1395,1,0.538424912,53,2,0.349854227,5830.0,5,1,2,1,2.0,0.92540574,1,0.5070078800747118,55,2.0,0.3495355739780153,5964.266054736759,5.0,1.0,2.0,1.0,2.0,0.92540574,stable,0.93934005,0.92540574,0.93934005,credit_card,unsecured,,8672.149658186958,8672.149658186958,0.21267535675029958,7,LGD_CREDIT_CARD,0.55,1
1396,0,0.398786044,50,0,0.183609494,4465.0,6,0,0,0,2.0,0.27734894,0,0.3026614498516008,52,0.0,0.14573588555939596,5118.419440998805,6.0,0.0,0.0,0.0,2.0,0.27734894,improving,0.35576028,0.27734894,0.35576028,mortgage,secured,real_estate,420675.0738555829,420675.0738555829,0.058261788550293146,193,LGD_MORTGAGE,0.1,0
1397,0,0.775510204,51,0,0.3917793,5400.0,7,0,3,0,1.0,0.41810843,0,0.732508271119126,53,0.0,0.4091196905395498,5583.866558053496,7.0,0.0,3.0,0.0,1.0,0.41810843,stable,0.34989402,0.41810843,0.34989402,mortgage,secured,real_estate,449801.43029546767,449801.43029546767,0.05600468494264536,197,LGD_MORTGAGE,0.1,0
1398,0,0.010473795,70,0,0.484944078,3486.0,5,0,1,0,0.0,0.055998538,0,0.008801593547405716,72,0.0,0.38737764583353185,4107.4973094207935,5.0,0.0,1.0,0.0,0.0,0.055998538,improving,0.04507082,0.055998538,0.04507082,credit_card,unsecured,,3971.9050429393337,3971.9050429393337,0.165483274044912,18,LGD_CREDIT_CARD,0.55,0
1399,0,1.245670651,74,0,0.300283651,7755.0,11,0,0,0,0.0,0.31299326,0,1.0,76,1.0,0.341718238908671,7644.229135668618,11.0,0.0,0.0,0.0,0.0,0.31299326,deteriorating,0.6172854,0.31299326,0.6172854,credit_card,unsecured,,2869.812484505343,2869.812484505343,0.17468513193868962,13,LGD_CREDIT_CARD,0.55,1
1400,0,0.046658807,44,1,1.395442852,2720.0,10,0,1,0,1.0,0.4610177,0,0.06496668095225705,46,2.0,1.4479383060310704,2681.8190550387053,10.0,0.0,1.0,1.0,1.0,0.4610177,deteriorating,0.45855135,0.4610177,0.45855135,credit_card,unsecured,,7129.919132042259,7129.919132042259,0.1906935017981304,23,LGD_CREDIT_CARD,0.55,0
1401,0,0.052144389,63,0,0.180649462,10500.0,9,0,1,0,0.0,0.074485235,0,0.05188198216852449,65,0.0,0.18602879006846698,10376.805314983365,9.0,0.0,1.0,0.0,0.0,0.074485235,stable,0.052779503,0.074485235,0.052779503,credit_card,unsecured,,3585.212359099817,3585.212359099817,0.19906354366058357,1,LGD_CREDIT_CARD,0.55,0
1402,0,0.126181463,35,0,0.574211741,3900.0,18,0,2,0,3.0,0.35484073,0,0.11441324699116605,37,0.0,0.564737143902809,4003.623452192907,18.0,0.0,2.0,0.0,3.0,0.35484073,stable,0.3157699,0.35484073,0.3157699,credit_card,unsecured,,5592.799453678882,5592.799453678882,0.21745864084602873,13,LGD_CREDIT_CARD,0.55,1
1403,0,0.575475628,36,0,0.263065179,5108.0,6,0,0,0,0.0,0.41611165,0,0.6076627070739484,38,0.0,0.2366526467880844,5265.680843588965,6.0,0.0,0.0,0.0,0.0,0.41611165,stable,0.3910625,0.41611165,0.3910625,credit_card,unsecured,,1473.6732718463447,1473.6732718463447,0.2055499810153503,10,LGD_CREDIT_CARD,0.55,1
1404,0,0.9999999,66,1,0.358101135,1937.0,4,1,0,0,0.0,0.8546112,0,0.8945733739575256,68,1.0,0.324107878122502,2112.6338092280494,4.0,1.0,0.0,0.0,0.0,0.8546112,stable,0.8174819,0.8546112,0.8174819,credit_card,unsecured,,4734.8692478421235,4734.8692478421235,0.19957227271147232,16,LGD_CREDIT_CARD,0.55,1
1405,0,0.057049539,39,0,0.254713747,5833.0,8,0,1,0,2.0,0.08474315,0,0.05373327400275906,41,0.0,0.256628216977482,6219.988535813061,8.0,0.0,1.0,0.0,2.0,0.08474315,stable,0.0899153,0.08474315,0.0899153,credit_card,unsecured,,2719.5488533883226,2719.5488533883226,0.20195249801899676,4,LGD_CREDIT_CARD,0.55,0
1406,0,0.044782425,27,0,76.0,0.0,2,0,0,0,0.0,0.13030328,0,0.04953282057550129,29,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.13030328,deteriorating,0.100699514,0.13030328,0.100699514,mortgage,secured,real_estate,485102.5754944446,485102.5754944446,0.05725268187680786,144,LGD_MORTGAGE,0.1,0
1407,0,0.9999999,39,0,0.031715976,4224.0,1,0,0,0,3.0,0.70282793,0,1.0,41,0.0,0.03368512057454697,4125.374122456088,1.0,0.0,0.0,0.0,3.0,0.70282793,deteriorating,0.6989148,0.70282793,0.6989148,credit_card,unsecured,,2173.883377143766,2173.883377143766,0.1889842469943949,26,LGD_CREDIT_CARD,0.55,1
1408,0,0.532011842,44,0,0.604643281,5900.0,14,0,1,0,2.0,0.5474695,0,0.5704525808829433,46,1.0,0.7470454653480695,5530.047636130071,14.0,0.0,1.0,0.0,2.0,0.5474695,deteriorating,0.56679547,0.5474695,0.56679547,auto_loan,secured,vehicle,28119.2157261515,28119.2157261515,0.0689400619765101,36,LGD_AUTO,0.25,0
1409,0,0.242263458,47,0,1526.0,1.0,14,0,1,0,1.0,0.14102872,0,0.26621120384491387,49,0.0,1634.9009465239496,0.9434121510785444,14.0,1.0,1.0,0.0,1.0,0.14102872,deteriorating,0.62286663,0.14102872,0.62286663,credit_card,unsecured,,2214.5716356125363,2214.5716356125363,0.1823674816591132,18,LGD_CREDIT_CARD,0.55,0
1410,0,0.814460509,61,0,2215.0,0.0,9,0,0,0,2.0,0.5580924,0,0.854800910161164,63,0.0,4.0,0.0,9.0,1.0,0.0,0.0,2.0,0.5580924,deteriorating,0.49897987,0.5580924,0.49897987,credit_card,unsecured,,1381.2670626844997,1381.2670626844997,0.2006394352611963,3,LGD_CREDIT_CARD,0.55,0
1411,0,0.00352768,59,0,0.291505157,15220.0,9,0,2,0,1.0,0.06395023,0,0.0034799200500711413,61,0.0,0.2852660391583507,16406.523345387865,9.0,0.0,2.0,0.0,1.0,0.06395023,improving,0.050977822,0.06395023,0.050977822,credit_card,unsecured,,1896.8440763416909,1896.8440763416909,0.17602376237597447,2,LGD_CREDIT_CARD,0.55,0
1412,0,0.9999999,43,1,0.900915903,1200.0,2,1,1,0,0.0,0.8862097,0,0.9923782571834074,45,1.0,0.9078044331408236,1308.0564359578866,2.0,1.0,1.0,0.0,0.0,0.8862097,stable,0.75142497,0.8862097,0.75142497,credit_card,unsecured,,3647.4692744065737,3647.4692744065737,0.20284230867924208,22,LGD_CREDIT_CARD,0.55,1
1413,0,0.00329153,53,0,0.209717688,5206.0,2,0,1,0,0.0,0.056330424,0,0.003643147803752955,55,0.0,0.20728791123074713,5527.1929879725785,2.0,0.0,1.0,0.0,0.0,0.056330424,stable,0.04954835,0.056330424,0.04954835,credit_card,unsecured,,2915.4799946178678,2915.4799946178678,0.20186147292547452,15,LGD_CREDIT_CARD,0.55,0
1414,0,0.0,58,0,0.241459757,6000.0,4,0,1,0,0.0,0.17247066,0,0.0,60,1.0,0.2607619972746789,5811.52487846885,4.0,0.0,1.0,1.0,0.0,0.17247066,deteriorating,0.17873451,0.17247066,0.17873451,credit_card,unsecured,,7231.4904163892315,7231.4904163892315,0.17229684930368222,35,LGD_CREDIT_CARD,0.55,0
1415,0,0.948010398,28,0,0.417401529,1700.0,6,0,0,0,0.0,0.6206883,0,0.7598466134342989,30,0.0,0.4069579219149458,1963.8427099439637,6.0,0.0,0.0,0.0,0.0,0.6206883,improving,0.5080388,0.6206883,0.5080388,credit_card,unsecured,,5044.224709275251,5044.224709275251,0.18262232228992867,13,LGD_CREDIT_CARD,0.55,1
1416,0,0.064098398,63,0,0.104668528,15400.0,7,0,1,0,1.0,0.054210342,0,0.04881237388090097,65,0.0,0.08734990921945177,17656.538570438952,7.0,0.0,1.0,0.0,1.0,0.054210342,improving,0.12230831,0.054210342,0.12230831,credit_card,unsecured,,4740.930687184044,4740.930687184044,0.14952894653170246,6,LGD_CREDIT_CARD,0.55,0
1417,0,0.110386505,36,0,0.292035398,6666.0,6,0,1,0,0.0,0.07991719,0,0.11288098746809021,38,0.0,0.28930448067498404,7550.456303804126,6.0,0.0,1.0,0.0,0.0,0.07991719,stable,0.13007845,0.07991719,0.13007845,credit_card,unsecured,,1249.543964245495,1249.543964245495,0.2006792060381575,7,LGD_CREDIT_CARD,0.55,1
1418,0,0.026193418,78,0,0.196407879,5177.0,9,0,1,0,0.0,0.0829094,0,0.030619891480915828,80,1.0,0.2095267613402831,4978.853421146022,9.0,0.0,1.0,1.0,0.0,0.0829094,deteriorating,0.07638065,0.0829094,0.07638065,credit_card,unsecured,,4235.184677449453,4235.184677449453,0.19922684815969693,29,LGD_CREDIT_CARD,0.55,0
1419,0,0.473438374,50,0,0.317188668,12036.0,6,0,2,0,0.0,0.18809573,0,0.36777870513436506,52,0.0,0.25964259972623766,13970.901912023988,6.0,0.0,2.0,0.0,0.0,0.18809573,improving,0.80324984,0.18809573,0.80324984,credit_card,unsecured,,6245.75948994402,6245.75948994402,0.20376937712589285,24,LGD_CREDIT_CARD,0.55,1
1420,0,0.137561106,67,0,0.13989899,1979.0,4,0,0,0,0.0,0.12051919,0,0.13191871422615487,69,0.0,0.14428988342310706,2002.0590717810649,4.0,0.0,0.0,0.0,0.0,0.12051919,stable,0.07219664,0.12051919,0.07219664,credit_card,unsecured,,10708.671443333129,10708.671443333129,0.2066577243974033,24,LGD_CREDIT_CARD,0.55,0
1421,0,0.054637814,83,0,0.01211754,3300.0,1,0,0,0,0.0,0.04319234,0,0.04180520387049881,85,0.0,0.009531569192769325,3994.5699586686574,1.0,0.0,0.0,0.0,0.0,0.04319234,improving,0.16274275,0.04319234,0.16274275,credit_card,unsecured,,27203.227753009676,27203.227753009676,0.21747780891204851,42,LGD_CREDIT_CARD,0.55,0
