SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,trajectory
0,0.015520617157666512,62,0.0,0.3515198966767819,9176.207446371309,17.0,0.0,2.0,0.0,2.0,stable
0,0.0,28,0.0,0.12320153955070787,3100.890603377736,2.0,0.0,0.0,0.0,0.0,stable
0,0.06861288821562879,70,0.0,0.2948173817607718,4391.216120589113,5.0,0.0,1.0,0.0,0.0,stable
0,0.29129940109957486,42,0.0,0.06504009658892917,7315.223815330264,15.0,0.0,0.0,0.0,0.0,stable
0,0.6483646388789418,46,0.0,0.23100453561469808,3284.4616291968077,7.0,0.0,0.0,0.0,0.0,improving
0,0.03459141555174833,58,0.0,0.22588194615257912,14850.394728947385,18.0,0.0,2.0,0.0,1.0,deteriorating
0,0.03682915641353038,59,0.0,0.008666914592676883,3750.629154193084,3.0,0.0,0.0,1.0,0.0,stable
0,0.18226075477481118,62,0.0,0.31669112114093784,10756.406567176766,28.0,0.0,3.0,0.0,0.0,improving
0,0.1252729280864905,27,0.0,0.018854350521094153,1343.895147298756,5.0,0.0,0.0,0.0,0.0,stable
0,0.007944117007362991,67,0.0,0.0031147765888724726,3241.20487722237,7.0,0.0,0.0,0.0,0.0,stable
0,0.2334866039823951,27,0.0,0.180964939197263,3532.942865141741,6.0,0.0,0.0,0.0,0.0,improving
0,0.18413688868268083,48,1.0,0.2208990344628473,15123.005423600991,6.0,0.0,1.0,0.0,2.0,stable
0,0.13104286378644037,66,0.0,0.6079293064986669,9210.561920199503,24.0,1.0,3.0,0.0,0.0,stable
0,0.0,38,0.0,0.36903170912691763,7877.941828876683,4.0,0.0,1.0,0.0,2.0,stable
0,1.0,34,3.0,0.954966991104668,4431.327127541316,10.0,1.0,2.0,0.0,2.0,deteriorating
0,0.039076141656530346,62,0.0,0.09147324994965493,4485.596460785195,9.0,0.0,0.0,0.0,2.0,stable
0,0.07956970747730917,50,0.0,0.1752293340119094,5966.902013640692,3.0,0.0,1.0,0.0,0.0,stable
0,0.026703256564018486,54,0.0,0.17795881646195452,9512.79855445225,13.0,0.0,0.0,0.0,0.0,stable
0,0.4173904380969539,53,0.0,0.25320617389912503,24293.419504653968,13.0,0.0,2.0,0.0,2.0,stable
0,0.03705260705049268,67,0.0,0.1304002490947021,7949.104726049728,33.0,0.0,1.0,0.0,0.0,stable
0,0.0,40,0.0,0.011340388019228218,7820.614309496302,4.0,2.0,0.0,0.0,0.0,improving
0,0.0,30,1.0,0.0,3582.108329075493,1.0,0.0,0.0,0.0,0.0,improving
0,0.4471059451475823,93,1.0,0.16332908725157658,4732.662932409204,3.0,1.0,0.0,1.0,0.0,deteriorating
0,0.16837682732763737,49,1.0,0.576530119774267,10699.010802713956,13.0,0.0,2.0,0.0,1.0,improving
0,0.14588220227719412,81,0.0,0.038170929393673454,2415.085162190642,3.0,0.0,0.0,0.0,0.0,stable
0,0.0,88,0.0,0.048459908640209784,4837.2121224372695,12.0,0.0,1.0,0.0,0.0,stable
0,0.5562398697226328,50,0.0,0.5453801426644632,4791.075928613669,9.0,0.0,1.0,0.0,0.0,stable
0,0.0809888865677039,74,0.0,0.18511430161474857,3932.1833492996952,8.0,0.0,1.0,0.0,0.0,stable
0,0.7762382311959443,28,2.0,0.355209877647882,2439.765742754607,4.0,0.0,0.0,2.0,4.0,deteriorating
0,0.14927607662115563,53,0.0,0.6715542521887562,13219.177279163696,10.0,0.0,4.0,0.0,2.0,improving
0,0.10547095411866396,67,0.0,0.1616224778088358,9920.057131036128,8.0,1.0,1.0,0.0,0.0,deteriorating
0,0.03728339839443045,95,0.0,0.1822381481322406,2771.37770610654,9.0,0.0,0.0,1.0,0.0,stable
0,0.4548680704039738,57,1.0,0.2692386151596065,60700.88586594319,11.0,0.0,4.0,0.0,0.0,stable
0,0.37948108492932214,57,2.0,0.29359840086610967,5146.4555166274995,10.0,0.0,1.0,1.0,0.0,stable
0,0.5234391588887606,52,0.0,0.2734898827888518,5469.106026575103,11.0,0.0,0.0,0.0,0.0,stable
0,0.1584761435372063,46,0.0,0.4288926623856453,4296.115123087049,19.0,0.0,2.0,1.0,0.0,stable
0,0.3048378206351971,49,0.0,0.30840667702548413,6198.337945748192,15.0,0.0,1.0,0.0,2.0,stable
0,0.0012761014843346318,44,0.0,0.18371820645335057,10430.342963279109,7.0,0.0,1.0,0.0,2.0,stable
0,0.3166866142776907,66,1.0,0.4460798665754926,10998.733923156666,8.0,0.0,1.0,1.0,0.0,deteriorating
1,0.3902966156152629,64,0.0,0.48057925212365216,7815.640888878099,11.0,1.0,2.0,1.0,1.0,stable
0,0.0,41,0.0,0.29109856021307084,5957.01479933087,7.0,0.0,2.0,0.0,0.0,stable
0,1.0,33,0.0,0.07647538704788973,3627.715024934329,2.0,0.0,0.0,0.0,0.0,improving
0,0.3337607078391654,52,0.0,0.2506226083678646,5883.986815307599,6.0,0.0,1.0,0.0,0.0,stable
0,0.7722586685249161,56,1.0,0.27608982075864597,5030.061356927451,7.0,0.0,1.0,1.0,0.0,deteriorating
0,0.580365965806669,59,0.0,0.3685779963287131,3909.30025902125,12.0,0.0,1.0,0.0,2.0,improving
0,0.0576768945162913,41,0.0,0.016360355292973697,6534.3200989438465,12.0,0.0,0.0,0.0,0.0,stable
0,0.5991357938608778,41,0.0,0.2523694439459458,3306.2986484155954,7.0,0.0,0.0,0.0,0.0,improving
0,0.11561446505166147,52,0.0,0.36837650255675247,5132.401615546003,7.0,0.0,1.0,0.0,2.0,improving
0,0.04059107764546093,27,0.0,0.5360118783295291,959.8911902048358,4.0,0.0,0.0,0.0,0.0,improving
0,0.09875499401459677,27,1.0,0.004911263104084599,4669.8212555972605,3.0,0.0,0.0,0.0,0.0,improving
1,0.9568029033354069,38,0.0,0.012353421863604608,74014.29647956025,2.0,2.0,0.0,0.0,0.0,improving
0,0.021085902691420324,59,0.0,0.1969176055201174,12748.503966406328,14.0,0.0,1.0,0.0,0.0,stable
0,1.0,38,0.0,0.16635280356300136,2545.211772144157,1.0,2.0,0.0,1.0,6.0,stable
0,0.6848596948283294,32,1.0,0.054857586138003366,7600.518031648486,2.0,0.0,0.0,0.0,0.0,improving
0,0.9382379379823352,24,2.0,0.07039365510814574,1317.1274153559625,3.0,1.0,0.0,0.0,0.0,deteriorating
0,0.18276778950457706,46,0.0,0.22646173384888046,12409.90438164291,9.0,0.0,1.0,0.0,1.0,stable
0,0.42110116008041726,28,1.0,0.02815126409918555,1840.8967604601041,3.0,0.0,0.0,0.0,0.0,improving
0,0.7012445318674817,65,0.0,0.5689143761864393,4698.18522468761,8.0,0.0,2.0,1.0,0.0,stable
0,0.0035080890862659343,40,0.0,0.09998629229175811,6345.508763856686,6.0,0.0,0.0,0.0,0.0,improving
0,0.5672740900662951,49,1.0,0.4611638761226899,5146.558186463796,12.0,0.0,2.0,0.0,0.0,deteriorating
0,0.30916705644797826,64,0.0,0.07866562330144485,11996.499607405047,6.0,0.0,1.0,1.0,2.0,stable
0,0.024629630842940224,66,0.0,0.19875818106760865,8825.974569836239,5.0,0.0,1.0,0.0,0.0,stable
0,0.09674631133560233,65,0.0,0.17439050229797323,12850.814349381471,8.0,0.0,1.0,0.0,1.0,stable
0,0.23228777256435165,37,0.0,0.5669104498791091,10689.75542990219,17.0,0.0,1.0,1.0,3.0,stable
0,0.018184741903147394,85,0.0,0.009337696846079456,6092.259094691917,10.0,0.0,0.0,0.0,0.0,stable
0,0.9060486949537857,47,0.0,0.2722279697704733,7609.297686216027,12.0,0.0,0.0,1.0,2.0,stable
0,0.006082834267485121,59,0.0,0.4465559017235626,5471.478478652837,10.0,0.0,2.0,0.0,1.0,stable
0,0.30642039049626946,56,1.0,0.50946478972401,2183.4394373758228,7.0,0.0,1.0,0.0,0.0,stable
1,0.8997515375481467,52,1.0,0.8108072544344637,2131.198679875512,7.0,0.0,1.0,1.0,2.0,stable
0,0.0050839646601368105,67,1.0,0.0013143875024948916,3974.7442940172186,3.0,0.0,0.0,0.0,0.0,improving
0,0.8051597828757535,38,0.0,0.003961369668754869,20549.30788704194,1.0,0.0,0.0,0.0,3.0,improving
0,0.009241880937686959,49,0.0,0.04961726200424613,8753.51562193321,6.0,0.0,0.0,0.0,4.0,improving
0,0.13136261157944373,59,0.0,0.012700307307784138,6348.137558846328,6.0,0.0,0.0,0.0,0.0,improving
0,0.12569667862858605,41,0.0,4.0,4151.808701200774,6.0,0.0,0.0,0.0,2.0,improving
0,0.01643568506537037,80,0.0,0.11175127997442257,4657.651062679232,4.0,0.0,1.0,0.0,0.0,stable
1,0.7895419619617031,48,0.0,0.2509500739341857,6178.116726143075,4.0,2.0,0.0,1.0,1.0,improving
0,0.5946015717707994,51,0.0,0.23488590137728893,2406.059853960266,8.0,0.0,0.0,0.0,0.0,stable
0,0.030266120026474257,44,0.0,0.2524614652320976,5728.629667122649,6.0,0.0,1.0,0.0,1.0,stable
0,0.08320646345309653,54,0.0,0.6424635270097834,3415.5034535259197,10.0,0.0,2.0,0.0,1.0,stable
1,0.23077438618437102,48,2.0,0.36191954433174983,8889.882165229763,12.0,0.0,3.0,1.0,1.0,deteriorating
0,0.029127077734837668,66,1.0,0.6682239080773399,6229.93443450364,12.0,0.0,2.0,0.0,2.0,improving
0,0.2819279835784727,46,0.0,0.12848079540474633,3475.588517238943,7.0,0.0,0.0,0.0,0.0,stable
1,0.28590235787343676,52,2.0,0.5766266630259048,8523.337228117942,13.0,0.0,1.0,2.0,0.0,stable
0,0.021976787655392974,40,0.0,0.0025432461635977966,2845.041912072895,5.0,0.0,0.0,0.0,0.0,stable
0,0.2644100757873774,76,0.0,0.553382125505718,8093.914230587971,12.0,0.0,1.0,0.0,0.0,improving
0,0.0826029940307005,44,0.0,0.1096710343600665,9389.729603091544,2.0,0.0,1.0,0.0,0.0,improving
0,0.47847167838926763,48,2.0,0.5504024598431926,3645.8947361463747,7.0,1.0,2.0,0.0,7.0,stable
1,0.8784560404129839,59,1.0,0.09079294181705397,4905.887783439533,8.0,2.0,0.0,1.0,0.0,stable
0,0.22842122232249906,51,0.0,0.2207850023054108,2271.3578114822417,3.0,0.0,0.0,1.0,0.0,stable
0,0.0,73,0.0,0.0,5500.904495525326,12.0,0.0,0.0,0.0,0.0,stable
0,0.48734479036174816,52,2.0,0.18274467563345304,9223.205748143233,13.0,0.0,1.0,1.0,0.0,deteriorating
0,0.15886444304836195,32,0.0,0.49657377166440636,3821.8797125157,7.0,0.0,1.0,0.0,2.0,improving
0,0.11157514545212553,54,0.0,0.5906384123564934,6761.522876898338,13.0,0.0,2.0,0.0,1.0,stable
0,0.38370513368574743,46,0.0,1.4435765081047636,2427.758451040322,11.0,0.0,3.0,0.0,0.0,stable
1,0.07803088401893156,55,4.0,1.7550514425298778,1846.0409624649196,11.0,1.0,3.0,0.0,0.0,stable
0,0.0,33,2.0,0.15764838082017452,3114.7665135842935,5.0,0.0,0.0,1.0,1.0,stable
0,0.2944616214287888,59,0.0,0.7115067098040525,6112.008659876425,11.0,0.0,2.0,0.0,0.0,stable
0,0.9399658241847065,73,0.0,0.2767612616389152,36895.10188793179,29.0,0.0,3.0,1.0,2.0,stable
0,0.5870986721805492,43,1.0,0.37663434345056784,6959.266498888629,11.0,1.0,2.0,1.0,2.0,deteriorating
0,0.48648224803272466,49,0.0,0.2615171269080586,5830.562111576952,7.0,0.0,1.0,0.0,4.0,stable
0,0.1600995532059049,61,1.0,0.36681730111455013,7823.731416197503,20.0,0.0,1.0,0.0,0.0,stable
0,0.1450966397252981,55,0.0,0.23400610382074763,11057.526050815059,12.0,0.0,1.0,0.0,0.0,stable
0,0.6274328919780283,83,0.0,0.4258201921441065,5108.873877468382,8.0,0.0,1.0,0.0,0.0,stable
0,0.06876501965952439,76,0.0,0.6171080881756443,1482.3084623878544,10.0,0.0,1.0,0.0,0.0,improving
0,0.02912594803049409,32,0.0,0.07102243764649399,10153.295900257193,5.0,0.0,0.0,0.0,0.0,stable
0,0.021761034933448355,47,0.0,0.4214497315572442,4499.815164231622,11.0,0.0,1.0,1.0,3.0,improving
0,0.0009888138245222147,71,1.0,0.3767849820895972,4026.7366039777585,14.0,0.0,2.0,0.0,0.0,improving
0,0.06145878814547945,60,1.0,0.17653581180815783,5005.1362357566995,15.0,0.0,0.0,0.0,0.0,stable
0,0.05423610175744467,60,0.0,0.5222030551335906,7039.280986312645,8.0,0.0,2.0,0.0,0.0,improving
0,0.29099901874984035,59,0.0,0.2423483079551922,6309.2754357086205,7.0,0.0,0.0,1.0,3.0,deteriorating
0,0.264464656378614,40,0.0,0.5628293823526502,7410.757444786991,10.0,0.0,1.0,0.0,0.0,stable
0,0.044521862209163605,78,0.0,0.005794258767202574,5404.9200230663255,4.0,0.0,0.0,0.0,1.0,stable
0,0.5255329913457167,33,1.0,0.12444733276704281,6898.971788188253,11.0,1.0,0.0,0.0,1.0,deteriorating
1,1.0,33,1.0,0.017218541855016777,4092.0384737597105,1.0,1.0,0.0,0.0,0.0,deteriorating
0,0.21805954359107713,84,0.0,0.7328499879676604,6737.3371744151,22.0,0.0,3.0,0.0,0.0,stable
0,0.3743375417157823,48,2.0,0.4673088789611608,4549.924587831735,10.0,0.0,1.0,0.0,2.0,stable
0,0.15305285186977516,47,0.0,0.33449513316151663,9086.525750739354,17.0,0.0,1.0,1.0,4.0,stable
0,0.8863349944404912,46,1.0,0.5893982265635083,8438.264956078341,21.0,0.0,2.0,0.0,2.0,improving
0,0.35395598171996795,62,1.0,1.103138488898342,2319.4322098498833,10.0,0.0,2.0,0.0,0.0,stable
0,0.9530080386814447,50,0.0,0.15159406828985977,3573.2030313391765,4.0,0.0,0.0,0.0,0.0,stable
0,0.009428985525332625,36,0.0,0.17367620237106113,2631.708352995823,6.0,0.0,0.0,0.0,0.0,improving
0,0.6840108704600599,60,0.0,0.7833434052858518,6421.414493341424,12.0,0.0,2.0,1.0,0.0,deteriorating
0,0.5193401935594483,46,1.0,0.3333119569512461,9346.802470572378,7.0,0.0,2.0,0.0,3.0,improving
0,0.000938662219778747,63,0.0,0.0003851493690606749,8519.153041000593,8.0,0.0,0.0,0.0,0.0,stable
0,0.0801264037172936,32,0.0,0.025702207890310795,9504.16819393195,3.0,0.0,0.0,0.0,0.0,stable
0,0.018785472671859826,44,1.0,0.14626915103302668,6244.310117667759,14.0,0.0,1.0,0.0,0.0,deteriorating
0,1.0,48,1.0,0.16342237352160066,7088.910322734786,4.0,0.0,1.0,1.0,1.0,deteriorating
0,0.02075440332300489,60,2.0,0.21125018264811765,9672.28539118742,13.0,0.0,1.0,1.0,1.0,stable
0,0.9138829410603835,70,0.0,0.4510590578016527,8039.722127575914,11.0,0.0,1.0,0.0,1.0,improving
0,0.009021321225243108,68,0.0,2.3101610323019606,1236.016502491922,14.0,0.0,4.0,0.0,0.0,stable
0,0.06429791192065697,43,0.0,0.5376398050684222,8824.445476091376,11.0,0.0,3.0,0.0,2.0,stable
0,0.4741151241484189,62,0.0,0.638004785325116,3558.27304815301,8.0,0.0,1.0,0.0,2.0,stable
0,0.07864342292570987,67,0.0,4.0,0.0,12.0,0.0,2.0,0.0,0.0,stable
0,0.2374647150633669,39,0.0,0.11966837367716782,4533.900762040148,6.0,0.0,0.0,0.0,0.0,stable
0,0.8746083422464611,39,2.0,0.2921695873304255,11939.181281851443,4.0,0.0,2.0,0.0,2.0,improving
0,0.29796749235103287,44,0.0,0.6272847197889696,7253.914443794692,15.0,0.0,1.0,1.0,1.0,stable
0,0.44616738133608586,27,1.0,0.35216600241694607,4417.468461288307,14.0,0.0,0.0,0.0,0.0,stable
0,0.04296768565752931,45,1.0,0.8886570322011711,7881.347427376359,10.0,0.0,3.0,0.0,0.0,stable
0,0.18478038907827884,60,0.0,0.25257211762824744,8828.731759924607,4.0,0.0,1.0,0.0,0.0,stable
0,0.06460927109375617,80,0.0,0.0570786037482581,12240.034440192694,8.0,0.0,1.0,0.0,1.0,stable
0,0.11293268969281503,58,1.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,stable
0,0.4905164241325163,57,1.0,0.7084246461467855,3107.2802663385332,18.0,0.0,0.0,0.0,0.0,stable
0,0.024588031010013008,66,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,improving
0,0.0,57,1.0,0.25793879208848314,6253.737818195688,8.0,1.0,1.0,0.0,4.0,deteriorating
0,1.0,51,1.0,0.1563416456132863,10141.39588697661,3.0,0.0,2.0,0.0,2.0,stable
0,0.31750917385062966,45,0.0,0.46368389268029075,5367.312920852347,7.0,0.0,1.0,0.0,0.0,deteriorating
0,0.269538741793469,42,1.0,0.19004102127329886,6082.69158605603,6.0,0.0,0.0,0.0,2.0,deteriorating
0,0.6552649864556693,66,0.0,0.07758873346952541,12727.817848917231,6.0,0.0,0.0,1.0,0.0,improving
0,0.18829976984732416,51,0.0,0.22570158032341425,5293.109507956537,8.0,0.0,0.0,0.0,0.0,improving
0,0.2139957795795945,65,0.0,0.6389627881039919,3836.2842931958894,12.0,0.0,2.0,0.0,0.0,improving
0,0.09656727685903718,51,0.0,0.21175436159572467,9684.576752223904,6.0,0.0,1.0,0.0,4.0,improving
0,0.9288358999394573,48,0.0,0.6175916865707864,3711.704250681742,9.0,0.0,4.0,0.0,2.0,improving
0,0.0004462917164298623,54,0.0,0.38034228298065553,6290.54127995841,8.0,0.0,2.0,1.0,2.0,stable
0,0.8762279648716446,52,1.0,0.5192999193486859,6795.228664190501,13.0,0.0,2.0,1.0,1.0,deteriorating
0,0.0,59,0.0,0.46742495630871767,5167.099203431765,6.0,0.0,1.0,0.0,1.0,stable
0,0.0747270173550911,57,1.0,0.2723952034083753,8262.746523997386,11.0,0.0,3.0,0.0,2.0,improving
0,0.09888521238790467,39,0.0,0.2709046159063893,4677.2695993910165,9.0,0.0,0.0,0.0,2.0,stable
0,0.17954787210459036,69,0.0,0.9463098840516031,6719.325460460692,11.0,0.0,2.0,0.0,1.0,stable
0,0.7618448024206981,50,0.0,0.19427027787384013,6466.9832765496985,7.0,0.0,1.0,0.0,2.0,stable
0,0.9355074467403205,50,0.0,0.3387801946085115,9066.786502499672,6.0,0.0,3.0,0.0,3.0,stable
0,0.10011042476403977,58,0.0,0.25654921019626753,3159.9182854719616,8.0,0.0,0.0,0.0,0.0,stable
0,0.3503689135385828,55,0.0,0.4608209347823317,2389.5783107760963,17.0,0.0,0.0,0.0,1.0,stable
0,0.11945173025258127,52,0.0,0.3628532870940737,5464.800430205481,7.0,0.0,1.0,0.0,2.0,stable
0,0.8120547950828958,47,0.0,0.15977240275978283,6182.458197442149,5.0,0.0,0.0,0.0,2.0,stable
0,0.05140749577272842,57,0.0,0.37377957703931686,3367.7705152738577,8.0,0.0,1.0,0.0,3.0,stable
0,0.45028172520232435,57,0.0,0.09196755551852248,7723.39806335817,15.0,1.0,0.0,1.0,0.0,deteriorating
0,0.45160977709706995,54,0.0,0.943652148898609,2965.8518149097713,15.0,0.0,2.0,0.0,0.0,stable
0,0.03908568698910534,48,0.0,0.3904280674304337,5542.798678687411,6.0,0.0,2.0,0.0,0.0,stable
1,0.11720811918345381,35,0.0,0.24542259264731048,3337.6585928978507,7.0,1.0,0.0,0.0,0.0,stable
0,0.008481559273113158,53,0.0,0.40996016608581815,9520.698974360603,9.0,0.0,2.0,1.0,0.0,stable
0,0.11119152998580142,29,0.0,0.4432858668429609,3633.3331948439723,8.0,0.0,1.0,0.0,3.0,stable
0,0.00044308209974211916,48,0.0,0.25874132394612676,4763.464540600059,6.0,0.0,1.0,0.0,1.0,improving
0,1.0,48,1.0,0.0008691866807012472,18502.11370094046,0.0,3.0,0.0,1.0,2.0,deteriorating
0,0.7944282727463949,57,0.0,0.3310189783378442,37299.67092227353,17.0,0.0,4.0,0.0,0.0,stable
0,0.142713654566149,47,0.0,0.24246613668693232,7349.898147834716,7.0,0.0,2.0,0.0,1.0,improving
0,0.0,56,1.0,0.5957867718857783,2540.589606940515,4.0,0.0,1.0,0.0,2.0,stable
0,0.0,43,0.0,0.4487611022783709,9179.139452742671,5.0,0.0,2.0,0.0,2.0,stable
0,0.5562145085808705,50,1.0,1284.918682339361,1.031968267424539,7.0,0.0,1.0,0.0,1.0,stable
0,0.24779800627937806,54,1.0,0.26381402759552436,10095.617601995076,7.0,1.0,1.0,3.0,3.0,stable
0,0.025725820104350216,59,0.0,0.4054366806110063,2629.35677046569,5.0,0.0,1.0,0.0,0.0,improving
0,0.5490066699429288,58,1.0,0.511281775413445,3508.3218603354085,9.0,0.0,1.0,0.0,0.0,improving
0,0.6589605944648945,34,0.0,0.16581487268068046,2809.7946717384884,4.0,0.0,0.0,0.0,0.0,improving
0,0.3512292323898369,48,0.0,0.3034237001542941,10077.881688805877,7.0,0.0,2.0,0.0,2.0,stable
0,0.5660650551799279,66,0.0,0.2301339150286771,3431.7648538783155,6.0,0.0,0.0,0.0,0.0,improving
0,0.1025914055146226,43,0.0,0.4089502039585863,4774.841905166182,12.0,0.0,3.0,0.0,2.0,stable
0,0.04564388497145903,58,0.0,0.005960030487973938,13429.327670539218,5.0,1.0,0.0,0.0,2.0,stable
0,0.4545726622133821,37,0.0,0.5448890452680181,3916.1422979379017,4.0,0.0,1.0,0.0,2.0,stable
0,0.0,31,0.0,0.0,1393.3620926101148,1.0,0.0,0.0,0.0,0.0,improving
0,0.9265602937355719,55,2.0,1.7009683622845946,1553.5360392297907,8.0,0.0,1.0,1.0,0.0,deteriorating
0,0.9034888771581193,42,2.0,0.294800049413267,3157.0793748783854,6.0,0.0,0.0,0.0,1.0,stable
0,0.01424563301064875,70,0.0,0.16546580104866748,2257.5212297420676,5.0,0.0,1.0,0.0,0.0,stable
0,0.005857414963862362,49,0.0,0.3419359257731612,6719.120987295162,7.0,1.0,1.0,0.0,1.0,improving
0,0.027568455836368386,50,1.0,0.20332646765674664,8983.044197388943,8.0,0.0,1.0,0.0,2.0,improving
0,0.10977579329701112,59,1.0,0.5545577621089166,1521.1103936188806,3.0,0.0,1.0,0.0,0.0,stable
0,0.7967228520315001,43,0.0,0.011044049922296913,2993.4193451938486,0.0,0.0,0.0,0.0,2.0,improving
0,0.317316959729986,44,0.0,0.34235448177756206,8203.304487939415,8.0,0.0,1.0,0.0,2.0,improving
0,1.0,48,0.0,0.27830369487451595,2668.465302417916,2.0,0.0,0.0,0.0,0.0,deteriorating
0,0.26145509622909424,89,1.0,0.1774700142218774,12296.101851224112,7.0,0.0,2.0,0.0,0.0,stable
0,0.007934424320796081,51,0.0,0.46230672877337375,2866.1417760342424,11.0,0.0,1.0,0.0,0.0,deteriorating
0,0.281227452599313,33,1.0,0.1639161104347351,4817.072783053895,10.0,0.0,0.0,0.0,0.0,stable
0,0.060629892954276586,46,0.0,0.012652508990486831,2736.8369114660677,5.0,0.0,0.0,0.0,2.0,improving
0,0.16648573780723094,65,0.0,1.20303903302496,1591.6232003033997,13.0,0.0,0.0,0.0,0.0,stable
0,0.0308986023947733,56,0.0,0.3688582372673596,9514.369407060602,7.0,0.0,2.0,0.0,0.0,stable
0,0.6551243649736106,47,0.0,0.3131556212138878,7990.122584098772,8.0,0.0,0.0,0.0,4.0,stable
0,0.05872198963751833,54,0.0,0.33713546290942237,14412.92662147135,20.0,0.0,2.0,0.0,0.0,stable
0,0.0,62,0.0,0.16320391091101266,7434.404812119757,4.0,0.0,2.0,0.0,1.0,stable
0,0.10558815404140133,52,0.0,0.15521621417483322,28846.250586052804,16.0,0.0,2.0,0.0,2.0,stable
0,0.9585787898388742,57,0.0,0.5356312027635669,4195.318827525932,5.0,0.0,2.0,0.0,0.0,stable
0,0.06006621009197989,79,0.0,0.006205424050792918,18102.28355104479,6.0,0.0,0.0,0.0,1.0,stable
0,0.22139152968561226,47,0.0,0.3474927657424702,13927.697066152183,9.0,0.0,1.0,0.0,4.0,improving
0,0.0,58,1.0,0.11619269259642644,7439.454067417215,7.0,0.0,1.0,0.0,0.0,deteriorating
0,0.1869094837326098,54,1.0,0.7518232651457384,3542.3181906575883,12.0,0.0,2.0,0.0,2.0,improving
0,0.9646014532737275,47,0.0,0.15254472599559002,2664.209680525978,1.0,0.0,1.0,0.0,0.0,stable
0,0.4889232483508018,34,1.0,0.24777059446575928,2291.8379267696396,3.0,0.0,0.0,2.0,0.0,stable
0,0.10131364851957089,53,1.0,0.016967478373307705,3997.7650359648924,4.0,0.0,0.0,1.0,0.0,deteriorating
0,0.01853521466572648,76,0.0,0.13517730115711024,3962.064134049962,7.0,0.0,1.0,0.0,0.0,stable
0,0.012723238496895268,63,0.0,0.31325057258649247,11762.727473863413,8.0,0.0,2.0,1.0,1.0,stable
0,0.7107392431683628,30,2.0,0.2535847620664459,2634.295655109004,5.0,0.0,0.0,1.0,0.0,deteriorating
0,0.021699949769639144,46,1.0,0.010362118192155483,6626.0592711321715,12.0,0.0,0.0,0.0,1.0,deteriorating
0,0.0028443948691196414,45,0.0,0.36986523872261357,9688.760872208586,9.0,0.0,1.0,0.0,2.0,stable
0,0.17988701780599606,29,0.0,3.319340839672786,632.2908021633433,3.0,0.0,1.0,0.0,0.0,improving
0,0.4597196598280045,33,2.0,0.32413666899344157,4989.213931848898,5.0,0.0,1.0,0.0,1.0,stable
0,0.17997590769067162,71,0.0,0.19229534015878622,2081.3758625089545,6.0,0.0,0.0,0.0,0.0,improving
0,0.12010492661602148,58,1.0,0.21838570632785748,6780.569431422631,6.0,0.0,1.0,0.0,2.0,stable
0,0.3369267136708998,48,0.0,2162.812546195052,1.071506686879575,4.0,0.0,1.0,0.0,2.0,stable
0,0.36005191753424126,53,2.0,0.5835291562688767,17122.812486058752,16.0,0.0,4.0,0.0,1.0,improving
0,0.032088695479823875,74,0.0,0.003335592487498516,10416.931214397357,4.0,0.0,0.0,0.0,1.0,stable
0,0.5959496977858464,31,0.0,0.10102252601190699,5545.986851547533,9.0,0.0,0.0,0.0,0.0,improving
0,0.25768128279839675,70,0.0,0.15459918125923083,2505.5997344069997,13.0,0.0,0.0,0.0,0.0,stable
0,1.0,42,0.0,0.4822549626458821,6977.53475080724,4.0,0.0,1.0,1.0,0.0,deteriorating
0,0.016338201821292808,84,0.0,0.05490079382394262,11822.098306133137,14.0,0.0,2.0,0.0,0.0,improving
0,0.2642425359441943,65,0.0,0.4850187589633764,4033.8075272409305,11.0,0.0,1.0,0.0,0.0,stable
0,0.46861541773732973,33,0.0,0.2544635530627001,8670.042031036664,12.0,0.0,2.0,0.0,2.0,improving
1,0.42115781133304436,46,2.0,0.6339378900970266,12381.26443792224,18.0,1.0,5.0,0.0,2.0,stable
0,0.049997207682581916,68,0.0,0.4445695056552902,18436.744021905513,10.0,0.0,5.0,0.0,0.0,stable
0,0.8986892152711218,31,0.0,0.08966073144241378,13642.000895412117,9.0,0.0,0.0,0.0,0.0,stable
0,0.7388545185812748,60,0.0,0.6813315065348604,11483.777310274943,16.0,1.0,4.0,1.0,1.0,deteriorating
0,0.039207136961647716,53,0.0,0.25235904277692345,8832.246986203549,9.0,0.0,1.0,0.0,0.0,improving
0,0.06904707428638826,44,1.0,0.00852863569897893,10458.338033787217,2.0,0.0,0.0,0.0,2.0,deteriorating
1,0.9747224497872155,47,7.0,0.6669566022946553,12105.03774649352,15.0,1.0,3.0,1.0,0.0,deteriorating
0,0.009680360716306678,81,0.0,4.0,0.0,10.0,0.0,0.0,1.0,0.0,deteriorating
0,0.02386641501602198,41,1.0,0.35605000985065505,4274.432227714924,6.0,0.0,2.0,0.0,0.0,stable
0,1.0,68,0.0,0.051401879843902654,12012.935358270588,2.0,0.0,0.0,0.0,1.0,deteriorating
