SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.090637306,57,0,0.149296016,11647.0,4,0,1,0,0.0
0,0.583756345,77,5,4.394422311,501.0,5,0,1,0,0.0
1,0.567829174,82,0,0.47631397,5783.0,12,0,1,0,0.0
0,0.249461748,26,0,0.882352941,764.0,4,0,0,0,0.0
0,0.056145093,56,0,0.824707298,9138.0,11,0,3,0,3.0
0,0.0,54,0,0.362156818,13148.0,15,0,2,0,0.0
1,0.417715345,61,1,0.497316072,9500.0,4,1,1,1,0.0
0,0.462075021,53,1,0.382558338,5870.0,16,0,2,0,1.0
1,0.484357022,48,0,0.338266001,11014.0,7,0,1,0,1.0
0,0.223885685,63,0,2183.0,0.0,6,0,2,0,0.0
0,0.0,44,0,0.634773295,2800.0,6,0,2,0,1.0
0,0.093809551,56,0,0.436056394,10000.0,15,0,3,0,0.0
0,0.986270706,40,0,2113.0,0.0,5,0,1,0,5.0
0,0.922718188,23,0,0.081836327,500.0,2,0,0,0,0.0
0,0.529882092,45,0,0.76807564,3595.0,12,0,1,0,3.0
0,0.097197376,46,0,0.142171566,5000.0,4,0,0,0,1.0
0,0.865994331,51,0,0.657447517,3000.0,3,0,1,0,2.0
0,0.848136708,42,0,0.50090054,9993.0,8,0,2,0,1.0
0,0.009499703,77,0,0.164652162,7445.0,6,0,1,0,0.0
0,0.051489242,54,0,0.248955916,21549.0,11,0,2,0,2.0
0,0.017754665,62,0,0.040758023,10500.0,19,0,0,0,0.0
0,0.009516443,58,0,0.021640489,2864.0,13,0,0,0,0.0
0,0.001822328,72,0,0.290397582,4300.0,17,0,1,0,0.0
0,0.631710644,50,1,0.625169409,5164.0,10,0,1,0,2.0
0,0.098704221,44,0,0.290671073,7867.0,4,0,1,0,0.0
0,0.9999999,54,0,0.247660187,4166.0,7,0,1,0,1.0
0,0.31912435,77,0,0.201013096,8093.0,8,0,2,0,0.0
0,0.0292733,61,0,0.019184652,1250.0,3,0,0,0,0.0
0,0.221421489,62,0,0.485099019,5200.0,10,0,1,0,0.0
0,0.996333578,34,0,0.54176663,4584.0,8,0,1,0,0.0
0,0.008886914,44,0,0.340491995,2560.0,6,0,0,0,2.0
0,0.048966504,67,0,0.020371785,3926.0,4,0,0,0,0.0
1,0.971751412,63,1,0.600393701,2539.0,8,0,0,0,0.0
0,0.176194967,76,0,0.459166466,4150.0,11,0,1,0,0.0
0,0.064804717,38,0,0.645419323,8000.0,11,0,3,0,2.0
1,0.863126782,50,2,0.318368163,10000.0,12,0,1,0,1.0
0,0.033161045,37,0,0.086182763,5000.0,5,0,0,0,1.0
0,0.057476396,67,1,0.003701745,20800.0,5,1,0,0,0.0
0,0.003824191,65,0,0.08271474,6600.0,9,0,1,0,0.0
0,0.066582118,44,0,0.187904968,8333.0,7,0,1,0,2.0
0,0.404397069,22,0,0.021924482,820.0,2,0,0,0,0.0
0,0.342928314,48,0,0.492975105,4056.0,14,0,1,0,1.0
0,0.012791406,37,0,0.097584386,6250.0,9,0,0,0,0.0
0,0.094207462,62,0,0.093453273,2000.0,5,0,0,0,0.0
0,0.072251918,55,0,0.165279932,7090.0,6,0,1,0,0.0
0,0.108037165,44,0,0.467154311,7108.0,7,0,2,0,0.0
0,0.057882811,63,0,0.367948017,16466.0,19,0,5,0,1.0
0,0.909636146,35,1,0.205276175,2425.0,5,0,0,0,2.0
0,0.038249363,56,0,0.311351351,3699.0,10,0,1,0,2.0
0,0.836744217,37,0,0.220617641,4500.0,3,0,0,0,1.0
0,0.921078921,25,0,0.010461062,2580.0,1,0,0,0,0.0
0,0.056111867,73,0,0.108111288,17000.0,15,0,3,0,1.0
0,0.001578809,47,0,0.389471639,5147.0,5,0,2,0,0.0
0,0.22054024,55,0,0.941802697,1408.0,7,0,1,0,2.0
0,0.120429319,58,0,0.536238585,8650.0,10,0,2,0,1.0
0,0.886104468,75,1,0.489588154,4321.0,15,0,2,0,1.0
0,0.393978534,80,0,0.986946257,7200.0,17,0,2,0,1.0
0,0.018743314,41,0,0.003211132,3736.0,2,0,0,0,0.0
0,0.060572952,50,0,0.033859303,6083.0,13,0,0,0,0.0
0,0.447009635,66,0,0.102518233,7266.0,3,0,0,0,0.0
0,0.21739855,56,0,0.410453497,1300.0,5,0,1,0,0.0
0,0.429526901,33,0,0.50497469,5728.0,6,0,2,0,1.0
0,0.13782495,32,0,0.671684181,3520.0,8,0,1,0,0.0
0,0.118171664,53,1,0.525975299,5100.0,12,0,1,0,2.0
0,0.00292064,66,0,0.002097535,5720.0,13,0,0,0,0.0
0,0.011298882,69,0,0.158122928,7841.0,21,0,1,0,0.0
0,0.056470748,61,0,0.260903007,13000.0,19,0,1,0,4.0
0,0.253422866,56,0,0.51184251,3250.0,10,0,1,0,1.0
0,0.133982483,55,0,1615.0,1.0,13,0,1,0,0.0
1,0.9999999,28,0,0.0,1.0,0,0,0,0,1.0
1,0.123622157,52,0,0.242864054,6200.0,4,0,1,0,1.0
0,0.015689699,37,1,0.730098146,3667.0,12,0,1,0,2.0
0,0.062322946,61,0,0.447127394,1200.0,5,0,1,0,0.0
0,0.080153308,38,0,0.358306507,10250.0,7,0,2,1,1.0
0,0.256373039,39,0,0.193465876,8600.0,13,0,0,0,0.0
0,0.703307285,43,0,0.323119777,14000.0,18,0,3,0,1.0
0,0.061990463,26,0,0.17988008,1500.0,6,0,0,0,0.0
0,0.010143838,72,0,0.004917872,10166.0,8,0,0,0,0.0
0,0.357743659,44,0,0.360831524,15200.0,19,0,2,0,2.0
0,0.264436417,63,0,0.541899441,3400.0,11,0,1,0,2.0
0,0.9999999,33,0,0.0,7000.0,0,0,0,0,0.0
0,1.132890365,48,0,0.24772927,6825.0,3,2,0,0,0.0
1,0.269296783,40,1,0.428433269,11373.0,17,0,3,0,2.0
0,0.054143358,60,0,0.20217901,7250.0,13,0,1,0,1.0
0,0.02090034,73,0,0.090619308,13175.0,10,0,3,0,0.0
0,0.135072801,48,0,0.348314607,9166.0,6,0,1,1,2.0
0,0.0,46,0,0.168207948,4000.0,6,0,0,0,0.0
0,0.9574336,43,1,1.287142571,5000.0,8,0,2,0,2.0
0,0.143912268,38,2,0.417867809,7700.0,16,0,3,0,0.0
1,0.9999999,44,0,0.003792188,2636.0,0,2,0,0,1.0
0,0.282370636,81,0,0.351486451,3800.0,12,0,0,0,0.0
0,0.004379837,72,0,0.247738601,5416.0,9,0,1,0,0.0
0,0.0,57,0,0.372662734,10000.0,11,0,2,0,2.0
0,0.010344471,54,0,0.001127714,7093.0,2,0,0,0,1.0
0,0.612269387,67,0,0.254668431,6800.0,5,0,1,0,0.0
0,0.0,62,0,0.0,2300.0,1,0,0,0,0.0
0,0.399008603,53,2,0.27266565,5900.0,7,1,1,1,0.0
0,0.121435143,31,0,0.080456407,3417.0,3,0,1,0,0.0
0,0.273659133,62,0,0.825301205,1825.0,5,0,1,1,0.0
0,0.593924099,53,0,0.611564739,6000.0,6,0,2,0,0.0
0,0.221164914,51,1,0.04860393,2900.0,6,0,0,0,0.0
0,0.014992674,80,0,0.017267495,3300.0,13,0,0,0,0.0
0,0.969206159,34,1,0.508383423,3160.0,3,0,1,0,1.0
0,0.825458313,65,0,0.952698201,1500.0,5,0,1,0,0.0
0,0.280168565,70,0,0.254248584,3000.0,2,0,1,0,1.0
0,0.016030276,44,0,0.09319318,7800.0,10,0,0,0,1.0
0,0.035085855,48,0,0.118888111,10000.0,9,0,1,0,2.0
1,0.023460787,53,0,0.471168831,9624.0,7,1,3,0,0.0
0,1.003212904,45,0,0.49759514,11850.0,8,0,2,0,3.0
0,0.022130383,24,0,0.640682095,820.0,6,0,0,0,0.0
0,0.999917403,39,0,1.300131637,2278.0,6,0,1,0,3.0
0,0.064092806,43,0,0.533558305,8000.0,11,0,3,0,3.0
0,0.016321977,56,0,0.009579342,2400.0,8,0,0,0,0.0
0,0.303068396,54,0,0.452109578,5000.0,4,0,2,0,0.0
0,0.139972196,59,0,0.67666322,2900.0,12,0,1,0,1.0
0,0.237288136,49,0,0.305275186,5250.0,5,0,2,0,1.0
0,0.254191017,60,1,0.600395928,3535.0,15,1,2,1,0.0
0,0.515902884,58,0,0.155655483,8672.0,6,0,0,0,0.0
0,0.66759249,40,0,0.449610245,3591.0,5,0,1,0,0.0
0,0.138695473,69,0,0.197156694,6400.0,6,0,1,0,0.0
0,0.700249792,27,0,0.242380261,2066.0,4,0,0,0,2.0
0,0.261994786,81,0,0.38447555,5500.0,14,0,1,0,1.0
0,0.7066082,67,0,0.480906149,9269.0,10,0,2,0,1.0
0,0.231653797,48,0,0.404193077,2050.0,7,0,1,0,0.0
0,0.300372746,38,0,0.758825045,3880.0,12,0,2,0,0.0
0,0.044807875,82,0,0.028138837,7000.0,8,0,0,0,0.0
1,0.0,30,0,0.198476916,2100.0,3,0,0,0,0.0
0,0.532195707,44,0,0.518402342,4781.0,5,0,1,0,2.0
0,0.050274693,56,0,0.329926683,4500.0,8,0,1,0,0.0
0,0.22577957,59,0,0.303523788,17991.0,10,0,2,0,1.0
0,0.006329263,55,0,0.124310055,4166.0,3,0,0,0,1.0
0,0.946645536,39,0,0.336509594,7660.0,7,0,1,0,3.0
0,0.260454984,71,0,0.121713729,5134.0,4,0,0,0,0.0
0,0.543964507,31,0,0.101550316,10900.0,10,0,0,0,1.0
0,0.0,70,0,0.0,23833.0,5,0,0,0,1.0
0,0.48202681,49,0,0.350340136,5291.0,6,0,1,0,2.0
0,0.822117788,37,1,0.699941623,3425.0,6,0,1,0,0.0
0,0.087460836,59,0,0.427771482,15000.0,12,0,4,0,2.0
0,0.9999999,36,0,0.500313283,3191.0,8,0,2,0,0.0
0,0.0739507,24,0,0.003109729,2250.0,3,0,0,0,0.0
0,0.043919712,60,0,0.256908763,7200.0,6,0,1,0,1.0
0,0.458498449,53,0,0.374609702,13130.0,17,0,2,0,0.0
0,0.610778443,53,1,0.130115985,7500.0,2,0,1,0,0.0
0,0.185572462,46,0,0.211234321,5500.0,7,0,1,0,5.0
0,0.208733811,47,0,0.637991508,5416.0,6,0,2,0,1.0
0,0.304067837,52,0,0.306615564,6000.0,9,0,3,0,1.0
0,0.619735915,50,1,0.107420387,13125.0,7,0,0,0,2.0
0,0.0,66,0,0.459506849,9124.0,13,0,2,0,3.0
0,0.001071386,76,0,0.334234721,1848.0,6,0,1,0,0.0
0,0.244688828,44,0,0.597171422,4100.0,8,0,2,0,2.0
0,0.229305801,41,3,0.301740096,5401.0,11,0,2,0,0.0
0,0.16134876,62,0,0.068154257,8245.0,4,0,0,0,0.0
0,0.089113911,31,0,0.125597566,4601.0,10,0,0,0,0.0
0,0.877561219,37,1,0.024680476,2268.0,6,0,0,0,0.0
0,0.034413715,50,0,0.014513788,6200.0,3,0,0,0,0.0
0,0.259093264,56,0,0.543560058,3454.0,9,0,1,0,3.0
0,0.039352491,57,1,0.376646474,17992.0,16,0,1,0,1.0
0,0.052574622,63,0,0.387910993,6021.0,10,0,2,0,1.0
0,0.077123105,56,0,0.326278954,6000.0,11,0,2,0,2.0
0,0.702297702,31,2,0.076105588,2916.0,7,0,0,0,1.0
0,0.0,38,0,0.766073007,7916.0,8,0,3,0,2.0
1,0.504091946,41,1,0.640109058,3300.0,10,0,1,0,2.0
0,0.033300891,80,0,0.180671269,4200.0,10,0,1,0,0.0
0,0.042997134,46,0,0.182742386,24000.0,14,0,2,0,0.0
0,0.006611661,46,0,0.097236651,4812.0,7,0,1,0,0.0
0,0.043433317,66,0,0.122751442,8838.0,11,0,1,0,1.0
0,0.042382985,68,0,0.271654018,8300.0,8,0,3,0,1.0
0,0.0,26,0,0.096265124,1900.0,3,0,0,0,0.0
0,0.026265966,42,0,0.137221022,6944.0,5,0,1,0,0.0
0,0.30597086,48,1,0.060437729,9000.0,3,0,0,0,1.0
0,0.725263608,27,0,0.408692104,4900.0,9,0,0,0,0.0
0,0.831916916,63,0,0.322139789,15365.0,15,0,2,0,0.0
0,0.156561448,57,0,0.188460656,8717.0,7,0,1,0,0.0
0,0.186466184,47,0,0.183812329,9846.0,11,0,1,0,1.0
0,0.044797995,46,0,0.052824529,6000.0,5,0,0,0,3.0
1,0.066551922,53,2,0.586611606,4600.0,5,1,1,0,3.0
0,0.2826,32,0,0.182623546,9368.0,4,0,0,0,3.0
0,0.085169151,76,0,0.013197361,5000.0,3,0,0,0,0.0
0,0.002028468,68,0,0.168078176,10744.0,12,0,2,0,0.0
0,0.175909299,73,0,0.021541131,6916.0,3,0,0,0,0.0
0,1.141430948,44,0,0.008283348,3500.0,2,4,0,0,3.0
0,0.964288903,69,0,0.180605439,1948.0,10,0,0,0,0.0
0,0.0,71,0,0.003808315,3150.0,4,0,0,0,0.0
1,0.9999999,48,98,0.0,2000.0,0,98,0,98,2.0
0,0.509943661,49,0,0.404731728,7100.0,15,0,0,0,0.0
0,0.023850427,80,0,0.004570776,7000.0,6,0,0,0,0.0
0,0.499283357,72,0,0.356374307,3066.0,10,0,1,0,0.0
0,0.60087063,42,1,0.254936266,4000.0,6,0,0,0,2.0
0,0.002779839,61,0,0.241333333,6749.0,17,0,2,0,0.0
0,0.339707219,43,0,0.475262753,3900.0,8,0,1,0,2.0
0,0.547479572,31,0,0.165077889,4300.0,7,1,0,0,0.0
0,0.595095253,31,0,0.256379922,5916.0,7,0,2,0,0.0
0,0.0,72,1,0.316943015,5246.0,7,0,1,0,0.0
0,0.022126987,49,0,0.005248688,4000.0,3,0,0,0,0.0
0,0.555061797,56,0,0.689636061,5412.0,9,0,2,0,0.0
0,0.251199653,54,0,0.771380186,1180.0,9,0,0,0,0.0
0,0.189654588,68,0,0.589618816,2465.0,8,0,1,0,0.0
1,0.687176198,42,0,0.874524112,6303.0,11,0,3,0,1.0
0,0.113165246,46,0,0.916929548,950.0,5,0,0,0,1.0
0,0.217782218,52,0,0.296132922,6800.0,6,0,1,0,1.0
0,0.0,42,0,0.0,8068.0,2,0,0,0,2.0
0,0.041193578,81,0,0.009128386,3395.0,4,0,0,0,0.0
0,0.974378585,26,3,0.079365079,1700.0,3,1,0,0,0.0
0,0.849798935,61,0,0.812801403,2280.0,7,0,2,0,3.0
0,0.504395866,63,0,0.495597484,3974.0,12,0,2,0,1.0
0,0.039623349,69,0,0.111852643,7491.0,12,0,1,0,0.0
1,0.980403919,50,1,0.394512084,5502.0,9,0,2,0,0.0
0,0.220951438,55,1,0.69151671,3500.0,26,0,1,0,0.0
0,0.08491726,47,0,0.285714286,17618.0,11,0,1,0,4.0
0,0.580443611,28,0,0.242774566,1210.0,2,0,0,0,0.0
0,0.127620694,58,0,0.25760779,15608.0,22,0,2,0,1.0
0,0.189487537,63,0,0.700480393,8950.0,15,0,2,0,0.0
0,0.139501826,49,0,0.471950321,9500.0,11,0,3,0,2.0
0,0.0,59,0,0.199452721,9866.0,6,0,1,0,4.0
0,0.356146736,58,0,0.433346666,17500.0,21,0,3,0,2.0
0,0.039091749,30,0,0.133965109,4642.0,9,0,0,0,0.0
0,0.006188569,70,0,0.082180523,7300.0,12,0,1,0,0.0
0,0.824933687,58,0,0.427020851,3500.0,4,0,1,1,0.0
0,0.679239609,63,1,0.740417427,12600.0,15,0,9,0,1.0
0,0.484351565,49,0,0.533445584,6532.0,7,0,2,0,2.0
1,0.9999999,55,0,0.0,1000.0,0,1,0,0,0.0
0,1.4604811,49,2,0.04253772,5500.0,6,6,0,0,0.0
0,0.031423332,62,0,0.065812464,5150.0,6,0,0,0,0.0
0,0.050134731,49,0,0.225346832,8000.0,13,0,1,0,0.0
0,0.819513877,29,0,0.747815231,800.0,5,0,0,0,0.0
0,0.053989295,48,0,0.402162824,4900.0,8,0,2,0,1.0
0,0.225868669,33,0,0.627074585,5000.0,11,0,2,0,1.0
0,1.056224717,59,0,0.187962876,10666.0,6,0,0,0,0.0
1,0.319214662,48,0,0.883996057,6085.0,17,0,3,0,1.0
0,0.060446017,57,0,0.275331667,5200.0,13,0,2,0,2.0
0,0.034670476,70,0,4.973684211,303.0,5,0,2,0,0.0
0,0.427323592,73,0,0.755793226,10097.0,21,0,4,0,0.0
0,0.970401184,39,0,0.603159498,5253.0,5,0,1,0,3.0
0,0.01879812,44,0,0.360234252,7000.0,4,0,1,0,0.0
0,0.9999999,60,0,0.208761123,2921.0,4,0,0,0,0.0
0,1.015057039,66,1,0.367709599,6583.0,8,0,2,0,1.0
0,0.0,21,0,0.0,240.0,1,0,0,0,0.0
0,0.020350163,54,0,0.355552671,15406.0,10,0,5,0,1.0
0,0.213951442,42,0,0.495712996,4431.0,4,0,3,0,0.0
0,0.061324163,55,0,0.250327342,8400.0,6,0,2,0,0.0
0,0.002352902,63,0,0.138272638,7166.0,13,0,1,0,0.0
0,0.019021769,74,0,0.223350254,6500.0,14,0,1,0,1.0
0,0.39920264,36,0,0.115739484,7369.0,9,0,0,0,0.0
0,0.0340812,29,0,0.012090212,4300.0,5,0,0,0,0.0
0,0.0,34,0,0.778234086,1460.0,5,0,1,0,0.0
0,0.046143962,65,0,0.165102851,11083.0,7,0,1,0,0.0
0,0.426929392,62,0,0.231108498,3400.0,6,0,1,0,1.0
0,0.286461719,70,0,0.151453435,5400.0,10,1,0,0,0.0
0,0.281478401,51,0,0.176193901,324000.0,27,0,16,0,0.0
0,0.9999999,60,0,0.000832639,1200.0,3,0,0,0,0.0
1,0.827723147,59,0,0.180601611,8443.0,18,0,1,0,1.0
0,0.016805144,55,0,0.030117407,7835.0,7,0,0,0,0.0
0,0.814123917,45,1,0.206860886,5800.0,6,0,1,0,3.0
0,0.0,33,0,0.106886354,7100.0,5,0,0,0,2.0
0,0.040629318,64,0,0.226701864,12500.0,10,0,2,0,1.0
0,0.252857805,40,1,0.451862603,6200.0,11,0,2,0,3.0
1,0.042802081,42,0,0.389851967,10267.0,17,0,2,0,2.0
0,0.005687275,71,0,0.208697826,4000.0,10,0,0,0,0.0
0,0.134197018,65,0,0.359501738,3451.0,12,0,1,0,0.0
0,0.9999999,30,0,0.20935496,2650.0,1,0,0,0,1.0
0,0.010220646,71,0,0.094676213,25000.0,6,0,1,0,1.0
0,0.0,62,0,0.066320739,18500.0,8,0,3,0,2.0
0,0.031022534,53,0,0.308943089,6149.0,8,0,1,0,0.0
0,0.241019184,38,0,0.241939515,4000.0,8,0,0,0,1.0
0,0.9999999,78,1,0.069866267,8000.0,6,0,1,0,0.0
0,0.969430755,58,0,0.257654655,4800.0,3,0,0,0,0.0
0,0.126433961,68,0,0.169433465,7589.0,3,0,1,0,0.0
1,0.319295254,52,0,0.56958275,12150.0,18,0,2,0,3.0
0,0.364530083,37,0,0.207227989,2600.0,4,0,0,0,0.0
0,0.017014861,41,0,0.494778938,4500.0,8,0,2,0,2.0
0,0.903219356,53,1,0.40445587,3500.0,6,0,0,1,0.0
0,0.35844005,74,1,0.472763618,8003.0,10,0,2,0,1.0
0,0.397265043,75,0,0.703217744,3200.0,12,0,1,0,1.0
0,0.375897212,62,0,0.29563096,9017.0,21,0,1,0,0.0
0,0.09326717,34,0,0.107089291,10000.0,8,0,0,0,2.0
0,0.9999999,21,98,0.0,0.0,0,98,0,98,0.0
0,0.148780929,87,0,0.077598315,2847.0,4,0,0,0,0.0
0,0.166184927,50,0,0.516880367,8500.0,14,0,2,0,4.0
1,0.9999999,36,1,0.124399154,5200.0,2,2,0,1,0.0
0,0.009172203,67,0,0.254463223,4200.0,8,0,1,0,0.0
0,0.9999999,41,0,0.153240741,2159.0,5,0,0,0,1.0
0,0.491765721,58,0,0.434855234,8979.0,10,0,2,0,0.0
0,0.017260847,65,0,0.231867928,10781.0,15,0,2,0,1.0
0,0.27089097,47,0,0.51845108,8237.0,9,0,2,0,0.0
0,0.070935562,31,0,0.205481813,5800.0,6,0,0,0,0.0
0,0.9999999,37,1,0.091743119,2833.0,1,0,0,0,1.0
0,0.234841984,68,0,0.202041998,19000.0,18,0,1,0,0.0
0,0.050647468,41,0,0.281059912,12000.0,8,0,2,0,2.0
0,0.160384182,47,0,0.273755344,7250.0,10,0,2,0,0.0
0,0.062787443,29,1,0.179897905,5680.0,4,0,0,0,0.0
0,0.256266662,46,0,0.310666517,8896.0,9,0,2,0,1.0
0,0.772256227,43,0,0.455707975,4300.0,4,0,1,0,4.0
0,0.225872793,60,0,0.11302682,9917.0,14,0,0,0,1.0
0,0.323573283,53,0,0.220889094,6500.0,5,0,2,0,1.0
0,0.0,43,0,3.5,1.0,5,0,0,0,0.0
0,0.322812052,62,0,4003.0,0.0,16,0,2,0,0.0
0,0.044997,53,0,0.180563887,5000.0,2,0,1,0,0.0
0,0.433850167,46,0,0.406395892,4283.0,3,0,1,0,0.0
0,0.053328795,57,0,0.094842296,18166.0,13,0,1,0,1.0
0,0.002339482,79,0,4.0,0.0,9,0,0,0,0.0
0,0.132893921,58,0,0.259943491,4600.0,6,0,1,0,0.0
0,0.14714279,44,0,0.283102414,7000.0,10,0,1,0,1.0
0,0.003049848,38,0,1021.0,1.0,6,0,1,0,4.0
0,0.255745169,52,0,1.042482299,2400.0,15,0,2,0,0.0
0,0.162820974,35,0,0.506499409,11000.0,15,0,4,0,0.0
0,0.150336146,59,0,0.244014647,10650.0,9,0,2,0,3.0
0,0.257404057,43,0,1702.0,0.0,4,0,1,0,2.0
0,0.845719252,50,0,0.323338331,2000.0,6,0,0,0,1.0
0,0.01568549,49,0,0.348540246,18324.0,15,0,3,0,1.0
0,0.115618396,59,0,0.506497834,3000.0,5,0,1,0,1.0
0,0.085951701,60,0,0.554081076,5500.0,9,0,1,1,0.0
0,0.712521779,50,2,0.649579189,5227.0,12,0,1,0,3.0
0,0.034999457,77,0,0.111906893,3350.0,13,0,0,0,0.0
0,0.549005451,48,0,0.731352096,5080.0,8,0,2,0,1.0
1,0.399370769,64,0,0.883748517,5900.0,22,0,2,0,1.0
0,0.106294656,58,0,0.156892905,5200.0,10,0,1,1,0.0
0,0.553545531,32,0,0.062390018,6250.0,4,0,0,0,2.0
0,0.697907814,51,0,0.950451722,7083.0,17,0,3,0,1.0
0,0.234706118,55,0,0.181795196,3954.0,6,0,2,0,0.0
0,0.048422651,45,0,0.25715844,11000.0,12,0,3,0,5.0
0,1.00039992,72,0,0.107066381,1400.0,1,1,0,0,0.0
0,0.29937646,39,0,0.179827175,6711.0,7,0,0,0,0.0
0,0.006624677,71,0,0.000695618,10062.0,5,0,0,0,0.0
0,0.446118463,49,1,0.16375345,25000.0,7,0,1,0,2.0
0,0.012553653,61,0,0.020518359,8333.0,4,0,0,1,0.0
0,0.136744236,68,0,0.45545441,6700.0,9,0,2,0,2.0
0,0.827052558,36,0,0.220602527,4115.0,8,0,0,0,2.0
0,0.074850014,28,2,1.821768707,734.0,4,0,1,1,0.0
0,0.024237159,48,0,0.076261408,9532.0,11,0,0,0,1.0
0,0.001450122,47,0,0.488151185,10000.0,7,0,2,0,0.0
0,0.606321236,29,0,0.119348618,4666.0,7,0,0,0,0.0
0,0.00855821,90,0,0.757105061,11716.0,11,0,1,0,1.0
0,0.470318521,79,2,0.219717853,6166.0,8,0,0,0,1.0
0,0.9999999,44,0,0.0,3287.0,0,0,0,0,1.0
0,0.82601422,41,0,1.838464614,2500.0,10,0,1,0,0.0
0,0.070872785,56,0,0.165819515,12000.0,7,0,1,0,3.0
0,0.0,21,0,0.0,0.0,1,0,0,0,0.0
0,0.9999999,65,0,0.046829431,12000.0,4,0,0,0,1.0
0,0.035773706,44,0,0.951006124,8000.0,17,0,4,0,2.0
0,0.139295524,51,0,3.50249584,600.0,14,0,1,0,3.0
0,0.042283298,58,0,0.198903108,5469.0,6,0,1,0,0.0
0,0.143171366,82,0,0.006997667,3000.0,3,0,0,0,0.0
0,0.180017634,42,0,0.279528302,10599.0,11,0,2,0,3.0
0,0.023363064,51,0,0.167017718,8070.0,7,0,1,0,2.0
0,0.153567982,32,0,0.407729229,12083.0,10,0,2,0,4.0
1,0.107817187,40,4,0.383624042,9000.0,4,0,1,1,1.0
0,0.265521316,38,0,0.050071531,6290.0,2,0,0,0,0.0
0,0.394801079,44,1,0.034340895,17500.0,6,0,0,0,3.0
0,0.023494126,22,0,0.323345818,800.0,2,0,0,0,0.0
0,0.0,43,0,0.197057278,5708.0,3,0,1,0,2.0
0,0.0,52,0,0.422680412,3200.0,8,0,1,0,1.0
0,0.139432491,65,0,371.0,0.0,8,0,0,0,0.0
0,0.323436384,49,0,0.287779596,7331.0,7,0,1,0,0.0
0,0.074342588,75,2,0.346459711,10436.0,8,0,4,0,0.0
0,0.0,61,0,0.524995455,5500.0,5,0,2,0,0.0
0,0.553630913,22,0,0.025806452,929.0,2,0,0,0,0.0
0,0.195666135,70,0,0.299116814,6000.0,22,0,2,0,0.0
0,0.9999999,37,0,0.068587723,6662.0,3,0,1,0,1.0
1,0.538424912,53,2,0.349854227,5830.0,5,1,2,1,2.0
0,0.398786044,50,0,0.183609494,4465.0,6,0,0,0,2.0
0,0.559096846,49,0,1.016995751,4000.0,8,0,2,0,2.0
0,0.775510204,51,0,0.3917793,5400.0,7,0,3,0,1.0
0,0.010473795,70,0,0.484944078,3486.0,5,0,1,0,0.0
0,1.245670651,74,0,0.300283651,7755.0,11,0,0,0,0.0
0,0.046658807,44,1,1.395442852,2720.0,10,0,1,0,1.0
0,0.9999999,44,0,0.752301987,24000.0,11,0,5,0,0.0
0,0.052144389,63,0,0.180649462,10500.0,9,0,1,0,0.0
0,0.565843005,34,0,0.136543015,3800.0,9,0,0,0,0.0
0,0.126181463,35,0,0.574211741,3900.0,18,0,2,0,3.0
0,0.575475628,36,0,0.263065179,5108.0,6,0,0,0,0.0
0,0.9999999,66,1,0.358101135,1937.0,4,1,0,0,0.0
0,0.057049539,39,0,0.254713747,5833.0,8,0,1,0,2.0
0,0.044782425,27,0,76.0,0.0,2,0,0,0,0.0
0,0.9999999,39,0,0.031715976,4224.0,1,0,0,0,3.0
0,0.532011842,44,0,0.604643281,5900.0,14,0,1,0,2.0
0,0.615972526,42,0,0.273454952,5371.0,9,0,1,0,1.0
0,0.011223345,42,0,0.081639454,3000.0,4,0,0,0,0.0
0,0.999332889,25,2,0.145795247,2187.0,6,0,0,0,0.0
0,0.242263458,47,0,1526.0,1.0,14,0,1,0,1.0
0,0.814460509,61,0,2215.0,0.0,9,0,0,0,2.0
0,0.0,50,0,0.18130803,9800.0,14,0,1,0,0.0
0,0.00352768,59,0,0.291505157,15220.0,9,0,2,0,1.0
0,22000.0,38,0,1.080020131,3973.0,7,0,2,0,3.0
0,0.9999999,43,1,0.900915903,1200.0,2,1,1,0,0.0
0,0.00329153,53,0,0.209717688,5206.0,2,0,1,0,0.0
0,0.0,58,0,0.241459757,6000.0,4,0,1,0,0.0
0,0.948010398,28,0,0.417401529,1700.0,6,0,0,0,0.0
1,0.794212219,53,0,0.433985839,2400.0,5,2,1,0,0.0
0,0.064098398,63,0,0.104668528,15400.0,7,0,1,0,1.0
0,0.110386505,36,0,0.292035398,6666.0,6,0,1,0,0.0
0,0.026193418,78,0,0.196407879,5177.0,9,0,1,0,0.0
0,0.473438374,50,0,0.317188668,12036.0,6,0,2,0,0.0
0,0.106261364,53,0,0.460567429,8000.0,13,0,1,0,2.0
0,0.137561106,67,0,0.13989899,1979.0,4,0,0,0,0.0
0,0.054637814,83,0,0.01211754,3300.0,1,0,0,0,0.0
0,0.9999999,49,1,0.090073723,66600.0,8,0,1,0,3.0
0,0.153885264,35,0,0.531198582,7900.0,6,0,2,0,0.0
0,0.905103163,49,0,0.321893428,18822.0,5,0,2,0,2.0
